Attr1,Attr2,Attr3,Attr4,Attr5,Attr6,Bankrupt?,Attr_Corr
0.6534993426282509,5.337812281348264,14.286580009257028,14.618215528573897,4.852752263555047,0.38058176104785013,0,0.9503377790861425
8.68648200268929,31.29488320662791,29.46518420454094,137.52852831451756,10.707300521112831,0.7419272362234292,0,12.907507161131438
8.471731734911268,46.62849843473222,31.813502487484996,136.65384982850938,0.18325571689391307,7.825341636404714,0,12.799827212031182
8.192428430142659,78.19193844198384,40.23203491004712,162.84466202378124,27.906255587871055,0.7708457285613263,0,12.184942564711037
4.50605038060528,37.99463573871821,41.11211234811228,143.290901834555,17.223694297059275,6.067938226554441,0,6.726013011214348
1.7533815044211176,6.783424193081955,46.96106685659058,172.43481608428638,15.441383515880242,12.798245174406597,0,2.760493107912358
8.488116208786447,64.88553179556664,2.6299488602357366,10.505930003928121,19.283854102402945,10.9347200172511,1,12.661373425326186
5.565926390024791,41.538035295902496,12.621117022718952,33.88912646209556,26.97450112096366,11.146193930934357,0,8.433683142039309
1.6453208116285534,16.9058415981443,18.30153399044961,167.83204443030183,22.454604072484887,3.6072353009808973,0,2.6098789043506776
5.3008407399462385,,1.934642821986321,10.824886590780025,20.49558778502102,14.016088233053535,0,8.054652119516065
2.8350170770762917,42.88410715323246,34.33684273061941,14.141374143588648,19.382025377872992,12.3487847070157,0,4.359249926261748
2.739424769504687,,9.492431911694837,95.45840039498714,13.114404701753934,0.0618161584760174,0,4.075086621041397
6.841462926607539,3.608807950794124,21.91598964353388,133.60557307003234,9.058865543505533,4.195841299359252,0,10.182472131827655
1.4894192740594159,41.817394695332474,29.3131615351291,183.38650595717516,16.448686324196913,6.251908083157648,0,2.370787834276606
9.667473038543761,81.37570575687546,26.39922910104722,72.96597239835118,24.94224232368806,2.121999526240704,1,14.483944817177864
6.658010174893238,48.213165730799744,40.29572398753475,110.7389777381209,7.506122038168417,0.8867153524904692,0,9.967575270232546
5.032488186793076,5.060355807889083,8.531722431940969,105.40106587204122,0.5444746849184723,0.3380173850067336,0,7.483282375891385
1.1475222099233262,99.3387703588429,21.74774069305406,11.177940784115359,21.590601029669422,6.5544847866054035,0,1.700740076256088
2.814677689752699,42.3058586028088,26.10227364999369,108.5077779283123,12.736386328401915,2.4232402189201583,0,4.274287467857263
0.20358116481143052,87.03623239582815,2.859243800899558,91.63292686507702,0.7328987518022267,1.7332350350113175,0,0.33264460692314757
7.785520362545575,7.031535549964696,26.40807332626537,18.1779115271717,17.605525028337137,9.13404745220611,0,11.734676381949365
2.8675076261792274,16.199137134293686,29.73559577474303,128.3053500422344,4.092939098683159,7.886637366125538,0,4.29955695071974
2.236323176110001,33.226887125160076,38.715361679924456,11.806590474115918,14.725536356674475,8.938402844889655,0,3.404937997506824
9.910552545310374,52.66474296530935,24.142058691541106,14.448258272969671,19.583422231902706,2.8741075848637907,0,15.005352282930986
7.556843666000339,23.44297524464578,21.22879433732048,148.1353546694547,11.626277689547821,4.080507092191757,0,11.3658685578051
2.5300500269856494,44.17240396385649,1.7880482839234657,4.634015830970517,5.153590611180308,4.335803662251961,0,3.8377463110108447
2.7678780406948134,48.06576957666321,36.49744578518298,97.22732389391864,21.843785983033516,10.889513971794146,0,4.224987812087039
4.3891944836849826,21.85919085427377,34.690257597031646,60.907262675520315,28.738755537148297,10.10071381021466,0,6.675874128916076
1.8754684544802636,39.80714101476761,16.423928495278183,189.70359965817613,24.352735393933457,14.57396331460631,1,2.78661398432536
6.537097304353628,57.6160024107014,0.4906976635707605,25.12615463541865,6.184865210829583,3.576565667217829,0,9.817729392843036
0.5256842569484488,32.528649914185884,33.16107688760389,119.47680503516354,19.653916892608475,4.219977240518407,0,0.9350643734655633
6.607979753847176,66.20692351271555,10.46910068975619,20.258024698765055,12.56064596272704,10.023359531305529,0,9.963285245553388
9.913035371903012,29.958236342723254,33.0817552269944,198.49809261010282,23.632091927743534,4.390209191995199,0,15.032195924327333
6.717001246151847,72.40430873983932,23.483014920313217,116.4033718494649,11.460434628042579,3.431918510301463,0,10.105070875192087
6.582995545145078,58.1298816836227,7.672079200276361,118.8768120649623,7.893429958091693,11.271210958085723,0,9.758279355553746
1.4309885827442614,90.59693263697363,27.339875927094592,59.855556402607334,28.711421447346716,10.043287273627545,0,2.030638959876104
1.2011118065372917,32.10487619555615,42.341540798421335,160.0865368351394,27.490489445244602,11.052514027485445,0,1.7227455903246114
8.923595062941764,57.99699018867592,5.117121510949985,75.74171985902092,27.667968960991235,11.135288429834496,0,13.466266133101918
4.853949687748095,45.215270934889475,24.571067421902903,29.855035657019215,1.3580835917936507,5.203073476536239,0,7.347315251206462
